Time;CellName;PRBUsageUL;PRBUsageDL;meanThr_DL;meanThr_UL;maxThr_DL;maxThr_UL;meanUE_DL;meanUE_UL;maxUE_DL;maxUE_UL;maxUE_UL+DL;Unusual
18:15;6ULTE;1.6024;2.1150;0.1967;0.0599;4.0181;0.8734;1.3428;0.0106;6;3;9;1
12:45;7ULTE;4.4460;6.4670;0.9200;0.2750;17.4260;1.9600;1.7480;0.0100;8;5;13;0
17:15;10ALTE;10.4791;1.3522;0.3494;0.0474;18.5601;1.8221;1.1436;1.0950;5;3;8;1
15:30;3ALTE;11.1792;2.6420;0.5644;0.0535;21.0157;0.7114;1.1733;1.0910;4;5;9;1
3:00;10ALTE;3.4360;1.1120;0.3270;0.0140;2.0720;0.2380;1.0510;1.0210;3;2;5;0
23:45;5BLTE;8.6900;1.0110;0.0840;0.0160;3.3550;0.2040;1.0910;1.0810;4;3;7;0
10:00;7CLTE;0.3030;0.8080;0.2160;0.0240;10.2270;0.4370;1.1420;0.0100;4;3;7;0
11:30;6WLTE;9.4990;4.1430;0.3790;0.2600;8.2250;4.0270;1.7280;0.0100;7;6;13;0
11:30;7WLTE;3.0320;2.9300;0.4650;0.1410;21.7880;4.8970;1.3840;0.0100;6;3;9;0
18:00;4BLTE;27.7890;4.8500;1.2250;0.1840;40.7870;3.7960;1.8490;1.3240;9;6;15;0
20:00;3ALTE;16.2515;3.8355;0.6564;0.0670;14.1376;0.4590;1.3639;1.3715;7;5;12;1
5:45;7BLTE;0.0000;0.4040;0.0040;0.0020;0.6970;0.1230;0.6870;0.0100;2;2;4;0
15:00;6WLTE;1.8190;5.3560;1.0230;0.0930;22.1590;11.6810;1.2230;0.0100;5;3;8;0
14:00;3BLTE;11.5778;1.8943;0.4079;0.0481;33.2555;1.4051;1.1558;1.1114;5;4;9;1
3:45;5BLTE;5.1542;0.5067;0.0102;0.0051;0.2985;0.1904;1.0771;1.0349;2;3;5;1
17:15;3BLTE;18.5930;2.9300;0.6790;0.0610;25.8580;1.0070;1.2730;1.1520;5;5;10;0
6:30;8BLTE;1.3078;0.4126;0.0418;0.0142;1.7256;0.2236;1.0535;1.0270;2;2;4;1
21:15;1ALTE;20.8160;3.4360;1.1950;0.1360;34.5860;1.5460;1.5460;1.3040;7;6;13;0
1:30;6CLTE;2.0338;2.2619;0.7976;0.0280;12.2822;0.3962;1.0809;0.0104;3;2;5;1
23:45;7CLTE;0.1010;0.5050;0.1220;0.0200;4.7610;0.5440;1.0910;0.0100;3;2;5;0
4:15;2ALTE;0.0000;0.4040;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;0;0;0
18:00;10CLTE;8.3870;1.0110;0.3610;0.2560;3.2040;0.7720;1.0710;1.0310;3;3;6;0
15:30;9BLTE;1.8617;0.5081;0.1270;0.0219;6.6900;0.2483;1.0645;1.0190;4;2;6;1
6:45;1CLTE;13.5410;0.8080;0.1420;0.0380;11.7560;2.0980;1.1320;1.0310;5;3;8;0
5:00;7VLTE;0.8080;1.3140;0.0220;0.0130;1.5590;0.2920;1.0410;0.0100;3;2;5;0
2:00;4ALTE;1.7142;0.5153;0.0553;0.0148;1.4339;0.3238;1.0951;0.9995;3;3;6;1
9:30;8CLTE;5.6590;0.9090;0.1950;0.0190;26.9540;0.5710;1.0610;1.0210;3;2;5;0
17:30;8BLTE;16.6730;2.4250;0.7590;0.0890;24.1090;0.6850;1.3540;1.1420;7;5;12;0
1:15;1ALTE;2.8290;0.6060;0.0990;0.0210;4.2910;0.3140;1.0410;1.0110;2;2;4;0
10:00;9BLTE;3.3350;0.5050;0.0220;0.0120;0.6770;0.2450;1.0310;1.0210;3;2;5;0
0:15;10CLTE;6.4686;0.7982;0.1453;0.0238;18.4202;0.7961;1.0899;1.0789;5;3;8;1
5:15;6ULTE;0.2020;0.8080;0.0400;0.0180;0.7410;0.1420;1.0210;0.0100;2;2;4;0
5:30;1CLTE;12.3280;0.5050;0.0230;0.0140;0.7740;0.1400;1.0810;1.0210;4;3;7;0
4:45;6VLTE;0.6060;1.4150;0.4350;0.0140;14.2570;0.5090;1.0510;0.0100;3;3;6;0
22:30;10BLTE;2.3874;0.5299;0.1190;0.0157;6.8886;0.3079;1.0505;1.0626;3;2;5;1
15:45;7CLTE;0.3030;1.8190;0.5680;0.0450;23.1950;0.6670;1.1920;0.0100;5;2;7;0
17:30;6BLTE;22.9380;1.6170;0.3750;0.0810;17.9630;2.5190;1.2530;0.0100;7;4;11;0
10:00;8CLTE;4.1430;0.7070;0.1490;0.0160;16.0420;0.4660;1.0510;1.0210;3;3;6;0
21:00;3BLTE;14.7530;2.2230;0.9760;0.1030;41.1210;1.8520;1.3940;1.0610;6;3;9;0
19:00;6CLTE;7.3770;1.1120;0.4140;0.0430;15.9960;0.4680;1.1420;0.0100;4;3;7;0
16:00;6CLTE;7.6800;2.4250;0.7090;0.0510;19.8220;0.7570;1.1320;0.0100;4;3;7;0
1:45;6CLTE;3.2340;0.5050;0.0770;0.0170;2.3300;0.2810;1.0410;0.0100;3;2;5;0
8:30;9BLTE;2.3240;0.7070;0.6240;0.0260;17.9370;0.4750;1.0310;1.0110;3;2;5;0
5:45;2ALTE;0.0000;0.4040;0.0050;0.1480;0.0060;0.1480;1.0110;0.0100;1;1;2;0
3:45;6BLTE;6.7817;0.7013;0.0402;0.0123;2.0032;0.2044;1.1130;0.0103;5;3;8;1
10:15;7WLTE;2.3240;3.2340;0.7700;0.0700;24.7330;1.2640;1.2930;0.0100;6;4;10;0
2:30;3BLTE;2.7280;0.5050;0.0490;0.0150;1.8340;0.1590;1.0310;1.0110;2;2;4;0
13:45;1BLTE;21.0180;3.5370;1.5220;0.1190;66.8230;6.0310;1.4550;1.2330;7;6;13;0
15:30;6VLTE;1.6170;3.7390;0.3010;0.0420;7.0130;1.7020;1.2730;0.0100;5;4;9;0
15:30;1ALTE;29.9110;4.7490;1.5280;0.2090;54.8770;3.1300;1.7380;1.2630;9;6;15;0
14:45;8ALTE;21.3220;1.8190;0.6070;0.0860;23.3390;1.5020;1.3440;1.1010;6;5;11;0
10:30;10ALTE;28.6980;5.7600;2.2040;0.2440;29.1790;6.4050;1.5860;1.2020;7;5;12;0
14:00;4ALTE;8.1696;1.3112;0.4500;0.2056;17.6750;0.9280;1.1168;1.0842;4;3;7;1
6:15;1BLTE;1.2130;0.5050;0.2170;0.0210;6.9740;0.3720;1.0210;1.0110;2;2;4;0
7:00;5ALTE;2.4250;0.7070;0.2610;0.0250;11.4700;0.4130;1.0510;1.0110;2;2;4;0
4:00;4ALTE;0.5050;0.4040;0.0070;0.0060;0.0960;0.0530;1.0210;1.0110;2;1;3;0
21:00;6VLTE;3.6380;5.6590;0.4370;0.0870;19.0010;0.7240;1.5160;0.0100;8;5;13;0
5:15;5BLTE;4.5470;0.4040;0.0040;0.0020;0.3680;0.0670;1.0210;1.0110;2;2;4;0
5:00;10BLTE;0.8058;0.4202;0.0578;0.0127;4.6873;0.2087;1.0628;1.0125;3;2;5;1
23:15;10CLTE;5.7600;0.6060;0.1020;0.0170;3.5930;0.2530;1.0610;1.0210;3;3;6;0
22:30;5BLTE;11.8230;1.0110;0.1020;0.0270;5.3450;0.3070;1.1320;1.0810;4;3;7;0
10:00;5CLTE;4.8870;0.8508;0.2743;0.0247;15.3423;0.8582;1.1049;1.0049;3;2;5;1
17:45;7CLTE;0.3030;1.0110;0.1870;0.0250;8.3200;0.4710;1.2830;0.0100;6;3;9;0
22:45;4BLTE;19.3010;1.9200;0.5460;0.0650;39.8340;2.6630;1.2830;1.0910;5;4;9;0
0:15;3CLTE;2.1261;1.1581;0.7007;0.0392;43.4856;1.9469;1.0704;1.0343;3;4;7;1
9:00;10BLTE;5.5580;0.7070;0.1060;0.0280;3.2380;2.0100;1.0810;1.0210;3;3;6;0
0:00;3ALTE;12.7702;7.9212;2.0946;0.1128;34.0447;0.7866;1.2253;1.1868;5;3;8;1
10:30;3CLTE;9.9030;1.0110;0.2380;0.0290;18.8730;1.0580;1.1220;1.0410;4;3;7;0
18:30;4CLTE;18.0880;2.9300;0.5270;0.0590;21.3470;0.6380;1.3840;1.2130;6;5;11;0
11:00;3CLTE;15.5620;2.3240;0.4350;0.0980;13.3710;1.4640;1.2330;1.1120;5;4;9;0
5:15;8CLTE;0.7070;0.6060;0.4500;0.0340;12.8120;0.4890;1.0110;1.0110;2;1;3;0
0:45;4ALTE;1.6170;0.5050;0.2020;0.0080;2.9380;0.1660;1.0210;1.0110;2;2;4;0
14:45;9ALTE;3.6986;0.8085;0.2716;0.0270;19.2683;0.5348;1.0518;1.0610;3;3;6;1
18:45;5CLTE;15.2590;1.5160;0.3380;0.0520;13.7100;1.0850;1.2020;1.0710;4;4;8;0
13:30;10BLTE;9.4990;1.1120;0.2750;0.0360;12.9600;0.4760;1.1520;1.0310;4;3;7;0
2:15;2ALTE;0.0000;0.4040;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;0;0;0
4:15;6BLTE;4.9510;2.6270;2.2160;0.0610;53.3680;1.3190;1.0710;0.0100;4;2;6;0
4:45;8CLTE;9.3567;9.2281;4.4909;0.0912;42.9004;1.7052;1.1661;1.0780;5;5;10;1
19:00;7VLTE;2.6270;4.1430;0.3740;0.0310;20.5680;0.3290;1.1320;0.0100;4;4;8;0
7:45;6CLTE;3.2340;0.6060;0.1420;0.0250;8.6630;0.4000;1.0610;0.0100;4;2;6;0
20:00;2ALTE;0.2020;0.4040;0.0220;0.0100;0.4060;0.0930;1.0110;0.0100;2;1;3;0
10:30;7BLTE;0.5050;1.0110;0.2130;0.0630;11.1510;1.5950;1.3440;0.0100;6;3;9;0
1:30;3BLTE;10.4080;4.3450;1.6810;0.0760;18.8080;1.6920;1.1620;1.0410;4;3;7;0
5:00;8CLTE;12.5967;1.4773;0.6610;0.1748;29.5570;8.0630;1.2977;1.0878;6;5;11;1
12:30;2ALTE;0.4040;0.4040;0.0210;0.0110;0.1680;0.0660;1.0110;0.0100;1;1;2;0
14:15;4ALTE;4.3714;0.6368;0.1190;0.0435;6.6531;0.9829;1.1540;1.0375;5;3;8;1
6:00;5BLTE;6.1847;0.6276;0.0685;0.0135;2.1365;0.1550;1.0372;1.0389;4;2;6;1
12:00;7ALTE;0.5050;1.4150;0.2820;0.0430;14.4200;0.7010;1.2430;0.0100;5;3;8;0
1:00;1BLTE;10.8120;2.8290;1.2370;0.0750;25.3460;0.8500;1.2430;1.0510;5;5;10;0
0:30;4BLTE;13.0350;1.9200;0.5580;0.0450;31.4120;0.8770;1.2020;1.1220;5;4;9;0
9:30;7VLTE;1.1120;3.2340;0.3810;0.0360;18.4660;0.6040;1.1620;0.0100;4;3;7;0
3:15;8CLTE;1.3140;0.5050;0.1120;0.0160;2.0450;0.1490;1.0110;1.0110;2;2;4;0
14:15;8ALTE;24.2520;5.5580;1.7850;0.1680;37.7370;1.3570;1.5560;1.2230;8;6;14;0
5:00;7ALTE;0.0000;0.4040;0.0180;0.0100;0.1370;0.1030;1.0510;0.0100;3;2;5;0
4:30;1CLTE;8.9930;0.5050;0.0170;0.0090;0.6690;0.1370;1.0510;1.0210;3;2;5;0
16:30;4BLTE;13.4762;2.0137;0.4102;0.0683;18.5978;3.6298;1.1729;1.0812;5;4;9;1
22:30;2ALTE;0.1010;0.4040;0.0020;0.0010;0.0040;0.0030;1.0110;0.0100;1;1;2;0
7:00;6VLTE;0.5345;1.2050;0.1822;0.0220;6.5116;0.5018;1.1084;0.0104;5;4;9;1
8:45;2ALTE;0.2020;0.4040;0.0120;0.0080;0.0200;0.0170;1.0110;0.0100;1;1;2;0
13:15;9BLTE;4.0420;0.5050;0.0440;0.0410;4.9780;0.4200;1.0510;1.0210;3;2;5;0
18:45;1ALTE;22.9380;2.5260;0.6980;0.1060;20.1490;1.7460;1.3940;1.1220;7;5;12;0
12:45;5CLTE;21.3220;3.1330;0.8050;0.0880;30.0860;0.8350;1.4050;1.1420;7;4;11;0
13:15;7CLTE;0.2082;0.8249;0.4905;0.0406;11.1744;1.0730;1.0807;0.0101;3;2;5;1
13:30;7CLTE;0.4040;1.8190;0.9820;0.0390;77.1540;1.0180;1.1520;0.0100;4;3;7;0
22:30;5ALTE;5.1540;1.3140;0.4250;0.1060;30.7410;1.6750;1.1420;1.0510;4;4;8;0
6:30;7VLTE;0.3030;0.9090;0.0290;0.0060;4.4950;0.6130;1.0310;0.0100;3;2;5;0
14:00;7WLTE;0.8353;1.4370;0.1756;0.0836;4.2044;0.3966;1.2206;0.0102;5;3;8;1
19:45;4ALTE;8.3870;0.9090;0.2500;0.0320;6.6010;0.5780;1.1120;1.0310;4;3;7;0
22:45;3BLTE;9.4990;2.2230;0.8970;0.0720;38.3610;0.9010;1.2830;1.0610;6;4;10;0
17:00;6BLTE;26.8790;6.8710;3.0640;0.3830;56.7910;36.7410;1.3440;0.0100;6;5;11;0
13:45;9ALTE;2.0187;0.5182;0.0907;0.0175;2.1820;0.4524;1.0697;1.0495;2;2;4;1
21:15;6CLTE;7.1750;0.9090;0.2190;0.0370;27.2550;3.1790;1.0810;0.0100;4;3;7;0
3:30;4BLTE;13.2031;1.4561;0.6451;0.0166;34.1288;0.6852;1.1442;1.0519;5;2;7;1
8:30;4ALTE;5.9620;0.7070;0.1940;0.0310;14.8310;0.5000;1.1010;1.0510;3;3;6;0
6:00;8BLTE;0.9090;0.6060;0.6940;0.0380;23.1750;0.6070;1.0210;1.0110;2;2;4;0
14:45;7CLTE;0.5050;1.2130;0.4150;0.0540;19.8170;4.2930;1.3040;0.0100;5;3;8;0
1:45;8CLTE;15.2894;2.1782;1.1092;0.1055;31.4624;2.5266;1.3537;1.1083;7;3;10;1
1:00;4BLTE;13.5410;4.3450;2.6200;0.0610;81.6480;0.6520;1.1920;1.0810;5;4;9;0
12:45;2ALTE;0.7277;0.5137;0.1668;0.0532;1.3672;0.2083;1.0121;0.0100;2;1;3;1
11:15;1ALTE;20.9170;1.9200;0.5270;0.1080;28.7490;5.5690;1.3440;1.0810;6;4;10;0
0:45;6WLTE;1.2166;2.4804;0.5345;0.0362;20.8446;0.5737;1.0796;0.0103;5;3;8;1
0:30;8CLTE;1.9200;0.7070;0.2710;0.0200;7.0380;0.3620;1.0310;1.0110;2;2;4;0
3:45;10CLTE;1.1120;0.4040;0.0570;0.0100;2.3840;0.1320;1.0110;1.0110;2;1;3;0
15:00;7WLTE;4.1430;5.7600;1.0040;0.1390;17.3890;1.3030;1.4550;0.0100;6;4;10;0
11:30;7WLTE;4.6480;5.0530;0.8910;0.1110;15.3240;1.0760;1.5060;0.0100;6;5;11;0
5:30;7CLTE;0.0000;0.3996;0.0304;0.0116;0.5619;0.1856;1.0682;0.0107;2;1;3;1
20:15;4BLTE;23.5450;4.8500;1.7340;0.1310;30.1550;1.2500;1.5560;1.2130;6;5;11;0
14:30;6ALTE;13.5410;1.2130;0.4190;0.0770;54.0890;7.6330;1.2020;0.0100;5;3;8;0
21:15;7ALTE;0.8080;1.3140;0.1850;0.1640;15.6900;0.4480;1.2830;0.0100;7;3;10;0
1:00;10ALTE;7.2760;0.8080;0.1250;0.0200;6.3580;0.4310;1.0910;1.0310;3;3;6;0
17:00;3CLTE;12.3280;3.3350;0.9810;0.0700;19.5270;0.9010;1.2230;1.0510;5;4;9;0
10:00;9BLTE;2.2230;0.5050;0.1530;0.0230;3.8340;0.3250;1.0410;1.0210;2;2;4;0
15:45;3BLTE;18.6940;2.2230;0.5430;0.0760;15.8480;0.6820;1.3240;1.1720;6;5;11;0
10:30;4BLTE;13.6288;1.5996;0.3371;0.0522;18.4872;1.1755;1.2050;1.1257;5;5;10;1
4:00;7ULTE;0.3030;1.6170;0.2590;0.0290;11.4640;0.4870;1.0810;0.0100;3;2;5;0
2:15;1ALTE;2.4250;0.5050;0.0980;0.0180;3.4800;0.3580;1.0610;1.0110;3;2;5;0
7:00;7CLTE;0.0000;0.4230;0.0579;0.0162;1.3386;0.2243;1.0520;0.0100;3;1;4;1
20:15;10BLTE;15.7640;1.9200;0.8380;1.1690;20.0150;2.0790;1.2230;1.0510;5;4;9;0
10:15;3ALTE;29.3050;4.4460;1.0090;0.1450;14.9490;1.0850;1.6670;1.2430;8;5;13;0
12:15;3CLTE;13.1370;2.4250;0.7670;0.0520;23.8390;0.7930;1.2020;1.0910;5;4;9;0
15:15;7WLTE;0.7252;1.4745;0.2329;0.0414;4.9877;0.9526;1.1390;0.0102;4;2;6;1
17:45;6ALTE;8.0840;1.1120;0.3820;0.0530;17.1190;2.1800;1.1320;0.0100;4;3;7;0
1:45;5BLTE;7.6800;0.7070;0.1140;0.0130;6.0890;0.1390;1.0610;1.0310;4;3;7;0
19:45;1CLTE;34.0852;5.7217;1.8693;0.1869;24.4227;0.8767;1.8893;1.6757;8;8;16;1
4:30;5CLTE;3.2665;0.5213;0.0539;0.0123;2.0218;1.6889;1.0531;1.0608;3;2;5;1
3:45;3BLTE;4.9510;3.2340;0.7140;0.0460;22.2020;0.8860;1.1220;1.0210;3;2;5;0
14:30;6ALTE;14.9550;1.7180;0.4490;0.0690;11.2150;3.2980;1.2230;0.0100;5;3;8;0
16:45;10CLTE;4.9510;0.9090;0.2810;0.0300;7.0040;0.2800;1.1220;1.0310;3;3;6;0
18:00;7WLTE;1.5160;2.3240;0.3070;0.0660;10.7030;1.9800;1.1420;0.0100;4;3;7;0
21:30;6WLTE;2.0210;7.9830;0.9810;0.0680;14.2010;0.7140;1.2630;0.0100;5;3;8;0
1:15;6ULTE;0.3030;1.0110;0.0780;0.0160;2.8050;0.1780;1.0410;0.0100;3;2;5;0
23:45;1ALTE;13.1370;1.6170;0.3230;0.0370;11.1400;0.3590;1.2130;1.1120;6;4;10;0
12:45;6CLTE;8.7910;1.0110;0.1230;0.0300;12.6120;0.6420;1.0910;0.0100;4;2;6;0
21:30;1BLTE;19.8060;3.6380;1.0870;0.1230;22.0380;1.3200;1.4450;1.2330;7;5;12;0
9:00;8BLTE;14.2480;2.3240;0.6600;0.0630;43.3850;1.1560;1.1920;1.0710;4;4;8;0
23:45;5ALTE;2.6270;0.7070;0.0960;0.0240;3.5910;0.2880;1.0310;1.0110;3;2;5;0
1:15;10ALTE;7.3770;1.4150;0.5830;0.0440;19.3480;0.6600;1.1120;1.0610;4;4;8;0
12:00;5ALTE;16.6730;2.9300;0.7410;0.2360;14.5200;17.4540;1.3440;1.1010;6;5;11;0
3:00;6ALTE;1.2810;0.4269;0.0403;0.0225;1.1652;0.4560;1.0700;0.0104;2;1;3;1
11:30;6ULTE;3.0320;4.6480;0.9680;0.1290;28.7230;1.2910;1.6880;0.0100;7;4;11;0
11:45;6WLTE;5.5580;3.8400;0.4770;0.1310;13.8480;0.7890;1.3340;0.0100;5;4;9;0
11:30;7VLTE;1.2130;1.8190;0.1720;0.0330;11.3150;0.9600;1.1420;0.0100;5;3;8;0
4:45;7ALTE;0.0000;0.4040;0.0220;0.0140;0.4550;0.0630;1.0110;0.0100;2;1;3;0
3:15;10CLTE;2.7280;0.7070;0.2070;0.0180;19.6600;0.3080;1.0510;1.0210;3;2;5;0
11:00;7WLTE;0.4057;1.3755;0.2494;0.0280;3.9036;0.6003;1.0870;0.0102;4;3;7;1
16:15;7CLTE;0.7070;2.5260;0.9540;0.0520;14.3590;0.5980;1.1620;0.0100;4;3;7;0
9:15;8ALTE;20.0080;1.4150;0.5100;0.0570;19.5980;0.7090;1.2530;1.0910;5;4;9;0
5:45;6VLTE;0.4040;1.1120;0.2270;0.0280;7.1510;0.5260;1.0510;0.0100;3;2;5;0
15:00;3ALTE;20.8160;2.9300;0.5840;0.0880;13.6540;0.5320;1.3740;1.2430;6;5;11;0
1:00;3CLTE;1.1120;0.7070;0.6370;0.0280;1.9280;0.1370;1.0110;1.0110;2;2;4;0
12:45;1CLTE;25.4644;4.8067;0.8830;0.2339;20.3656;2.2735;1.6484;1.6504;8;6;14;1
15:45;10BLTE;7.7810;1.6170;0.6420;0.0410;40.8110;1.4280;1.1420;1.0210;4;3;7;0
4:15;5ALTE;0.9090;0.4040;0.0190;0.0070;1.6970;0.1160;1.0210;1.0110;2;2;4;0
17:00;5ALTE;8.1850;2.2230;0.6220;0.0730;19.1750;1.0970;1.2020;1.0610;4;4;8;0
21:15;3CLTE;4.8472;0.6341;0.0702;0.0153;4.4203;0.2524;1.0892;1.0321;3;2;5;1
10:00;3BLTE;20.0080;2.5260;0.7630;0.0940;16.9750;0.9560;1.3340;1.1420;5;5;10;0
5:30;4CLTE;5.6590;0.6060;0.0700;0.0140;8.5290;0.4360;1.0710;1.0310;3;3;6;0
18:45;4BLTE;27.6880;8.1850;2.0310;0.1990;41.1660;1.4190;1.8190;1.3040;9;6;15;0
16:00;8CLTE;6.7700;1.6170;0.4450;0.0460;21.0790;0.6280;1.2230;1.0310;4;3;7;0
0:45;1BLTE;9.1960;1.3140;0.3170;0.0370;10.2060;1.0730;1.1420;1.0310;5;3;8;0
0:15;10BLTE;5.2836;0.7082;0.1966;0.0330;11.0793;0.5165;1.1068;1.0095;5;2;7;1
19:30;10BLTE;4.8500;0.8080;0.1700;0.0280;14.1110;0.4850;1.1010;1.0210;3;3;6;0
17:15;2ALTE;1.2130;0.5050;0.1010;0.0110;8.7600;0.1580;1.0210;0.0100;2;1;3;0
20:45;10BLTE;2.2323;0.8351;0.2719;0.0253;11.1093;0.8939;1.0561;0.9932;3;3;6;1
18:45;7VLTE;1.8190;6.0630;1.0850;0.1000;39.0910;1.3300;1.5660;0.0100;7;4;11;0
11:30;3ALTE;16.8430;3.3429;1.1550;0.1340;29.8570;1.0157;1.4741;1.1495;7;5;12;1
22:30;7ALTE;0.4040;3.0320;1.9490;0.0780;32.2310;1.3800;1.1920;0.0100;5;3;8;0
0:00;6ULTE;0.9090;3.5370;0.8200;0.0620;23.3150;1.3340;1.1220;0.0100;4;2;6;0
22:45;6BLTE;22.2310;1.9200;0.3330;0.0730;23.4280;3.2860;1.2230;0.0100;6;4;10;0
9:15;3CLTE;11.9240;1.1120;0.3070;0.0450;6.3390;0.5410;1.1520;1.0610;4;3;7;0
22:00;10CLTE;7.5790;1.1120;0.2240;0.0360;4.2840;0.2400;1.1010;1.0410;4;3;7;0
22:45;1BLTE;18.9970;4.2440;1.1060;0.0990;13.5110;2.8010;1.5160;1.2730;7;5;12;0
15:15;4CLTE;18.5930;2.7280;0.5560;0.0670;16.6140;0.7600;1.3240;1.2020;6;5;11;0
23:00;7WLTE;0.6060;1.2130;0.0870;0.0220;3.4380;0.5310;1.1120;0.0100;4;3;7;0
10:30;2ALTE;1.0110;0.4040;0.0370;0.0040;0.6860;0.0930;1.0110;0.0100;2;1;3;0
12:30;8ALTE;14.3690;1.3994;0.3161;0.0550;8.4377;0.7293;1.2315;1.0622;4;4;8;1
18:45;3BLTE;15.2590;3.3350;1.0990;0.0940;28.2230;3.0360;1.2730;1.1420;5;4;9;0
5:45;1CLTE;9.2970;0.5050;0.0350;0.0090;3.1040;0.1700;1.0410;1.0210;3;2;5;0
1:00;7ULTE;0.4040;1.5160;0.2130;0.0180;2.8210;0.2640;1.0410;0.0100;3;2;5;0
23:45;6ULTE;1.3110;3.4075;0.8470;0.0490;17.8183;1.8575;1.2191;0.0105;4;3;7;1
5:15;1CLTE;9.1960;0.5050;0.0390;0.0150;9.9580;0.5860;1.0710;1.0210;3;2;5;0
5:15;10BLTE;0.8080;0.6060;0.1720;0.0140;6.2140;0.1780;1.0110;1.0110;2;1;3;0
8:45;3BLTE;11.2170;0.9090;0.1850;0.0400;6.1580;1.0430;1.1620;1.0510;4;4;8;0
6:00;6WLTE;0.4040;1.5160;0.3040;0.0300;6.7880;0.3630;0.9900;0.0100;3;2;5;0
0:45;5CLTE;5.3560;0.8080;0.2010;0.0190;23.8480;1.2240;1.0610;1.0210;3;2;5;0
17:00;7ULTE;0.5291;1.0541;0.0614;0.0243;2.7894;1.3100;1.0890;0.0103;4;4;8;1
1:00;7BLTE;0.2020;0.6060;0.2630;0.0420;13.3450;1.5100;1.1220;0.0100;4;2;6;0
3:45;1ALTE;2.6162;0.6101;0.0929;0.0135;5.1949;0.1888;1.0768;1.0108;3;2;5;1
7:45;6WLTE;0.8080;8.5890;2.1370;0.0580;17.7610;1.3820;1.1520;0.0100;4;3;7;0
12:00;7CLTE;0.4040;1.0110;0.2820;0.0380;12.1540;1.2570;1.2330;0.0100;4;3;7;0
3:30;6CLTE;1.0110;0.8080;0.4170;0.0160;9.6320;0.1980;1.0110;0.0100;2;2;4;0
2:45;4BLTE;12.5300;1.0110;0.2490;0.0190;29.6370;0.5870;1.0810;1.0110;3;2;5;0
14:45;10ALTE;12.0577;1.4096;0.3226;0.0413;15.5466;0.6007;1.1452;1.0545;4;3;7;1
10:45;1CLTE;24.3530;4.8500;1.2340;0.1220;18.9670;1.6320;1.4960;1.3540;7;7;14;0
3:15;6VLTE;0.8080;1.9200;0.2810;0.0340;24.7010;0.5470;1.1520;0.0100;4;2;6;0
22:00;2ALTE;0.4150;0.6068;0.4837;0.0248;5.3126;0.1643;1.0273;0.0100;1;2;3;1
0:15;3BLTE;32.4037;9.2656;1.8014;0.2942;20.1730;2.1169;2.5322;1.9090;11;8;19;1
3:00;1CLTE;11.7220;0.9090;0.1820;0.0200;13.9180;0.3570;1.0610;1.0210;4;2;6;0
0:00;9ALTE;0.8080;0.4040;0.0120;0.0090;0.2380;0.0930;1.0210;1.0110;2;1;3;0
19:15;6WLTE;2.2230;5.8610;1.0880;0.0830;28.3920;1.2830;1.3940;0.0100;5;4;9;0
8:45;5ALTE;7.9830;1.9200;0.7980;0.0440;49.5300;1.5220;1.2020;1.1320;5;4;9;0
0:30;7WLTE;5.2550;2.6270;0.3620;0.0770;7.3080;0.8230;1.1920;0.0100;4;3;7;0
1:15;5CLTE;3.5370;0.5050;0.0170;0.0080;1.6090;0.2860;1.0410;1.0110;3;2;5;0
11:45;1BLTE;14.4500;1.8190;0.6300;0.0710;34.6180;1.9890;1.2130;1.0610;5;4;9;0
2:45;6ULTE;0.4040;1.3140;0.5980;0.0230;20.8280;0.4420;0.9900;0.0100;2;2;4;0
6:00;8ALTE;3.4360;0.9090;0.4450;0.0450;13.2090;0.4900;1.1120;1.0210;3;2;5;0
6:45;2ALTE;0.0000;0.4212;0.0125;0.0082;0.0305;0.0193;1.0068;0.0107;1;2;3;1
8:30;4ALTE;3.2340;0.6060;0.1110;0.0200;6.6780;0.9930;1.0510;1.0210;3;2;5;0
3:00;5ALTE;1.3140;0.5050;0.1000;0.0060;2.4700;0.2480;1.0210;1.0110;2;2;4;0
11:00;5CLTE;21.4230;2.7280;1.0200;0.1290;45.3360;1.1900;1.4750;1.1010;6;5;11;0
1:15;10CLTE;7.2528;1.5894;0.3044;0.0414;13.3101;0.6540;1.1408;1.0634;3;4;7;1
12:30;7WLTE;0.8361;1.8931;0.1955;0.0281;4.8476;0.7792;1.0726;0.0106;5;2;7;1
15:45;8ALTE;23.2420;2.6270;0.8820;0.0850;53.6270;0.9870;1.3740;1.1620;6;5;11;0
4:00;3CLTE;1.6170;0.5050;0.0560;0.0210;2.5690;1.1350;1.0110;1.0110;2;1;3;0
16:45;3ALTE;16.0968;2.8058;0.6076;0.0964;25.4138;1.0512;1.2779;1.1687;6;5;11;1
14:00;4ALTE;5.4570;0.7070;0.1350;0.0580;10.7330;11.0780;1.1120;1.0310;4;3;7;0
19:45;3BLTE;22.0290;2.7280;1.1720;0.1290;39.9640;2.0090;1.4150;1.3440;6;5;11;0
2:30;4CLTE;5.1540;0.5050;0.0410;0.0120;0.9770;0.2540;1.0510;1.0210;3;2;5;0
20:00;5BLTE;11.5200;1.4150;0.3850;0.0470;32.1080;1.2020;1.1520;1.0610;4;3;7;0
